FrameID,Right,PalmX,PalmY,PalmZ,ThumbX,ThumbY,ThumbZ,IndexX,IndexY,IndexZ,MiddleX,MiddleY,MiddleZ,RingX,RingY,RingZ,PinkyX,PinkyY,PinkyZ
129762,False,-108.37863159179688,201.23965454101562,115.74512481689453,-56.32011413574219,152.64309692382812,85.47593688964844,-78.9715576171875,198.50535583496094,24.673925399780273,-113.21429443359375,215.26490783691406,18.071950912475586,-143.2159423828125,216.79403686523438,31.999652862548828,-162.0096435546875,211.10629272460938,58.21528244018555
129763,False,-108.50828552246094,202.21035766601562,115.76482391357422,-54.088783264160156,154.0199432373047,87.28245544433594,-78.35873413085938,199.16624450683594,24.959938049316406,-112.08365631103516,215.61398315429688,17.86481285095215,-142.1685333251953,217.45567321777344,31.344751358032227,-161.1618194580078,212.5413360595703,57.27346420288086
129764,False,-108.59170532226562,202.83493041992188,115.77749633789062,-52.49818801879883,154.92776489257812,88.52542114257812,-78.4381103515625,199.44522094726562,25.110427856445312,-111.44840240478516,215.35101318359375,17.738277435302734,-141.38739013671875,218.73861694335938,31.039901733398438,-160.231689453125,213.10037231445312,56.56674575805664
129765,False,-108.80535888671875,203.46510314941406,115.67991638183594,-51.0053825378418,155.7887725830078,89.80569458007812,-78.48369598388672,199.73577880859375,25.137439727783203,-110.85149383544922,216.015869140625,17.541107177734375,-140.56394958496094,219.62986755371094,30.4982967376709,-159.5180206298828,213.662353515625,55.73746109008789
129766,False,-109.84883117675781,204.0847930908203,111.59561157226562,-50.41068649291992,155.9268341064453,88.7990493774414,-77.54121398925781,199.4084930419922,21.887048721313477,-109.16403198242188,215.385986328125,13.273768424987793,-139.04270935058594,219.69024658203125,25.342365264892578,-158.872802734375,214.0331573486328,50.107173919677734
129767,False,-110.34071350097656,205.08071899414062,108.37889862060547,-48.809852600097656,157.0441131591797,88.36260986328125,-76.813720703125,199.60952758789062,19.172861099243164,-108.07830047607422,214.67364501953125,9.837250709533691,-137.7671356201172,218.85650634765625,21.22357177734375,-158.47923278808594,214.5786895751953,45.90521240234375
129768,False,-110.50261688232422,205.490966796875,108.34795379638672,-47.549842834472656,157.70396423339844,89.67301177978516,-76.82749938964844,200.5127716064453,19.226396560668945,-107.87284088134766,215.9783172607422,9.862787246704102,-137.3175811767578,218.8193359375,20.936614990234375,-158.33177185058594,215.21392822265625,45.585289001464844
129769,False,-110.53656768798828,205.81983947753906,108.19831085205078,-46.47616958618164,158.26904296875,90.47986602783203,-77.13224792480469,200.76275634765625,19.03729248046875,-107.77272033691406,216.9148406982422,9.707622528076172,-136.98333740234375,219.5172882080078,20.632429122924805,-158.1224822998047,216.22366333007812,45.24575424194336
129770,False,-110.88165283203125,206.4270782470703,107.97533416748047,-45.26793670654297,159.38267517089844,92.11454010009766,-77.38709259033203,201.63809204101562,18.98756217956543,-107.39061737060547,216.79379272460938,9.430403709411621,-136.4597625732422,220.1931610107422,20.072750091552734,-157.78933715820312,217.18142700195312,44.47246170043945
129771,False,-111.12413024902344,206.85374450683594,107.81866455078125,-43.73106384277344,160.4847412109375,93.53296661376953,-77.7107925415039,202.61460876464844,18.857873916625977,-107.16844940185547,217.22515869140625,9.232738494873047,-136.11732482910156,220.7849578857422,19.659942626953125,-157.53077697753906,217.9892578125,43.90437698364258
129772,False,-111.79163360595703,207.76226806640625,107.34310150146484,-41.90532684326172,162.6022186279297,96.53878784179688,-77.75340270996094,202.7908477783203,18.881776809692383,-106.37229919433594,217.0339813232422,8.714524269104004,-135.32420349121094,220.88853454589844,18.558231353759766,-156.97747802734375,218.32830810546875,42.37860870361328
129773,False,-112.97843170166016,209.7518768310547,108.2337646484375,-40.11697769165039,166.50563049316406,102.28767395019531,-77.45484924316406,203.21556091308594,20.61256217956543,-105.50904083251953,216.37432861328125,9.474163055419922,-134.6515350341797,220.95338439941406,18.522016525268555,-156.51449584960938,218.42796325683594,41.74739456176758
129774,False,-114.59258270263672,211.10572814941406,108.38108825683594,-38.5532341003418,170.4276885986328,107.36772918701172,-77.40709686279297,203.9026641845703,21.6865291595459,-104.84638214111328,216.59974670410156,9.75207805633545,-134.14080810546875,221.31594848632812,17.96394920349121,-156.17181396484375,218.66220092773438,40.53717041015625
129775,False,-114.99070739746094,212.0061798095703,108.38614654541016,-37.169403076171875,172.62098693847656,110.15528869628906,-77.6260757446289,204.8081817626953,21.872705459594727,-104.65657043457031,217.4163055419922,9.754156112670898,-133.79296875,221.65884399414062,17.642467498779297,-155.7748565673828,219.2825469970703,39.99995803833008
129776,False,-115.87997436523438,212.78993225097656,107.96761322021484,-36.87850570678711,174.33096313476562,112.90129852294922,-77.47355651855469,205.80099487304688,22.028806686401367,-104.18541717529297,218.3614501953125,9.508747100830078,-133.1466827392578,221.8828125,16.815786361694336,-155.2618408203125,219.73638916015625,38.76068878173828
129777,False,-116.12442016601562,212.73129272460938,107.18927764892578,-36.184226989746094,175.08375549316406,114.58267211914062,-77.05277252197266,206.56375122070312,21.58183479309082,-103.6495361328125,219.23329162597656,8.849042892456055,-132.45050048828125,222.1274871826172,15.764892578125,-154.67674255371094,220.29566955566406,37.44001007080078
129778,False,-116.27861785888672,212.69430541992188,106.69828796386719,-35.44853210449219,175.9418487548828,115.99575805664062,-76.92591094970703,207.74574279785156,21.286006927490234,-103.14594268798828,219.5580291748047,8.488011360168457,-132.0966033935547,222.97320556640625,15.20905590057373,-154.11097717285156,220.92074584960938,36.64664840698242
129779,False,-116.47816467285156,212.84494018554688,105.84366607666016,-35.34555435180664,176.2628936767578,117.11284637451172,-76.381103515625,208.41041564941406,20.8083553314209,-102.39281463623047,219.48712158203125,7.715458393096924,-131.49278259277344,223.49855041503906,14.136857032775879,-153.39877319335938,221.41566467285156,35.28982162475586
129806,False,-77.09169006347656,206.56448364257812,75.96143341064453,-1.328126072883606,159.92799377441406,112.89160919189453,-28.806053161621094,205.8870391845703,-2.2882611751556396,-50.58308029174805,216.23561096191406,-19.331579208374023,-81.12694549560547,223.8603057861328,-17.81748390197754,-104.94525909423828,224.175537109375,-0.3672480285167694
129807,False,-76.09942626953125,206.3292999267578,74.97444152832031,-0.4268970489501953,160.243896484375,113.20330810546875,-26.875749588012695,205.91062927246094,-2.6980202198028564,-48.432437896728516,216.0411834716797,-20.040184020996094,-79.01390075683594,223.85464477539062,-18.881622314453125,-103.0621566772461,224.01856994628906,-1.7641013860702515
129808,False,-74.6685562133789,206.50149536132812,74.12886047363281,0.6546199917793274,160.57435607910156,113.55378723144531,-24.78289794921875,205.83087158203125,-3.0571563243865967,-46.15936279296875,215.93112182617188,-20.655628204345703,-76.7154769897461,223.7136688232422,-19.828319549560547,-100.80984497070312,224.08071899414062,-2.94162917137146
129809,False,-71.95242309570312,207.1744842529297,73.36602783203125,3.4300942420959473,161.33456420898438,113.2365493774414,-22.288650512695312,205.5879669189453,-3.9926154613494873,-43.5130729675293,215.68031311035156,-21.58878517150879,-74.174560546875,223.67726135253906,-20.775575637817383,-98.24601745605469,224.32504272460938,-3.8233048915863037
129810,False,-66.31568908691406,206.0665740966797,72.05784606933594,9.970486640930176,160.43942260742188,110.98065948486328,-18.046560287475586,205.00668334960938,-6.104004859924316,-39.398704528808594,214.92364501953125,-23.308805465698242,-70.18598937988281,223.49391174316406,-21.912322998046875,-93.99217224121094,223.6168670654297,-4.651902198791504
129811,False,-63.90898513793945,205.36453247070312,70.61204528808594,12.659841537475586,160.78982543945312,110.76466369628906,-14.922994613647461,204.83741760253906,-7.101472854614258,-36.22457504272461,214.46270751953125,-24.556684494018555,-67.07330322265625,222.98483276367188,-23.437292098999023,-90.99063873291016,222.93113708496094,-6.435791969299316
129812,False,-62.42849349975586,205.08279418945312,69.87164306640625,13.651458740234375,160.0912322998047,110.86424255371094,-13.142043113708496,204.34808349609375,-7.5509233474731445,-34.25800323486328,214.20541381835938,-25.12718391418457,-65.01626586914062,222.83905029296875,-24.201932907104492,-88.99443054199219,222.9663543701172,-7.369702339172363
129813,False,-60.119869232177734,204.75706481933594,69.83638763427734,15.479061126708984,158.63204956054688,111.09541320800781,-11.233261108398438,203.6978302001953,-7.75067138671875,-32.185062408447266,213.71730041503906,-25.28207015991211,-62.86711120605469,222.43377685546875,-24.33262825012207,-86.78499603271484,222.92291259765625,-7.4293718338012695
129816,True,-46.779998779296875,207.60638427734375,37.1298828125,-124.47480773925781,216.43760681152344,44.13699722290039,-87.9339370727539,228.60972595214844,-37.82014465332031,-53.93405532836914,226.70530700683594,-52.43797302246094,-17.39219856262207,219.82037353515625,-45.06949234008789,9.718894004821777,206.31765747070312,-20.568248748779297
129817,True,-46.54387283325195,206.95797729492188,37.321285247802734,-124.21135711669922,217.1250762939453,44.02042007446289,-87.22676086425781,228.92791748046875,-37.61269760131836,-53.17036819458008,227.1046142578125,-52.06180191040039,-16.613414764404297,220.25338745117188,-44.51604080200195,10.352441787719727,206.45994567871094,-20.003751754760742
129818,True,-46.1014289855957,206.4247283935547,37.36894607543945,-123.62041473388672,218.08445739746094,43.50553512573242,-86.260498046875,229.292724609375,-37.58415603637695,-52.13676452636719,227.42330932617188,-51.864131927490234,-15.620543479919434,220.43829345703125,-44.14876937866211,11.188390731811523,206.4192657470703,-19.575956344604492
129819,True,-45.20637512207031,205.7076416015625,37.48549270629883,-122.33743286132812,219.07754516601562,42.4117546081543,-84.65522766113281,229.68885803222656,-37.50336837768555,-50.48659133911133,227.6553955078125,-51.576541900634766,-14.024372100830078,220.41314697265625,-43.65349578857422,12.631115913391113,206.46588134765625,-18.904613494873047
129820,True,-43.73155975341797,204.85574340820312,37.501502990722656,-120.40918731689453,219.39024353027344,41.18536376953125,-82.5349349975586,230.0411376953125,-37.435428619384766,-48.30524826049805,227.8939208984375,-51.33479309082031,-11.936354637145996,220.48443603515625,-43.23366928100586,14.619915008544922,206.64488220214844,-18.337684631347656
129821,True,-41.77865982055664,203.93597412109375,37.122406005859375,-118.08392333984375,219.1641082763672,39.724578857421875,-80.03982543945312,230.2947998046875,-37.696434020996094,-45.76942825317383,227.92105102539062,-51.5044059753418,-9.453962326049805,220.6454315185547,-43.18888473510742,17.01587677001953,206.7709197998047,-18.21733856201172
129822,True,-39.765960693359375,203.2308349609375,36.75765609741211,-115.8135757446289,218.52577209472656,38.30525588989258,-77.61729431152344,230.365966796875,-37.99925994873047,-43.2690544128418,227.78463745117188,-51.744388580322266,-7.055343151092529,220.74383544921875,-43.222389221191406,19.3724422454834,206.98272705078125,-18.16685676574707
129823,True,-37.84049606323242,202.6627197265625,36.502437591552734,-113.59964752197266,218.17608642578125,37.21543884277344,-75.35342407226562,230.4263458251953,-38.20303726196289,-40.96402359008789,227.4808807373047,-51.9472541809082,-4.871987819671631,220.37449645996094,-43.327720642089844,21.455331802368164,206.59532165527344,-18.242584228515625
129824,True,-36.064266204833984,202.25091552734375,36.185028076171875,-111.51220703125,218.30825805664062,36.18463134765625,-73.1816635131836,230.5023956298828,-38.549930572509766,-38.727787017822266,227.12994384765625,-52.26860427856445,-2.7524595260620117,219.99249267578125,-43.49435043334961,23.406949996948242,206.00006103515625,-18.389095306396484
129825,True,-34.38117599487305,201.8755645751953,35.86710739135742,-109.5154800415039,218.35791015625,35.12812042236328,-71.13970947265625,230.4246063232422,-38.94773864746094,-36.63285446166992,226.70001220703125,-52.61581039428711,-0.7273856997489929,219.68373107910156,-43.650062561035156,25.243656158447266,205.27952575683594,-18.576805114746094
129826,True,-32.210670471191406,201.2902374267578,35.035499572753906,-107.18817901611328,217.7306365966797,33.837554931640625,-68.86278533935547,230.03077697753906,-39.77205276489258,-34.309513092041016,226.16220092773438,-53.438697814941406,1.58226478099823,219.29075622558594,-44.37838363647461,27.49405288696289,204.71292114257812,-19.33946990966797
129827,True,-30.277673721313477,200.83885192871094,34.38691329956055,-105.12052917480469,217.2263641357422,32.56905746459961,-66.61112213134766,229.72398376464844,-40.5325927734375,-31.9605770111084,225.68475341796875,-54.10186004638672,3.838559150695801,218.82859802246094,-44.88554382324219,29.675312042236328,204.2039031982422,-19.74506187438965
129828,True,-28.16349983215332,200.4437713623047,33.884376525878906,-102.89613342285156,216.93336486816406,31.83856964111328,-64.45946502685547,229.35743713378906,-41.054237365722656,-29.783334732055664,224.97994995117188,-54.688907623291016,5.982510089874268,218.2164764404297,-45.41905212402344,31.818592071533203,203.5704803466797,-20.25554847717285
129829,True,-21.25724983215332,198.8717041015625,31.916152954101562,-95.73260498046875,215.96214294433594,28.717193603515625,-56.529903411865234,227.61402893066406,-43.60088348388672,-21.6508846282959,222.88194274902344,-56.812042236328125,13.998172760009766,216.01943969726562,-47.03340530395508,39.478553771972656,201.35610961914062,-21.46315574645996
129830,True,-19.32946014404297,198.4227752685547,31.489540100097656,-93.76446533203125,215.5253143310547,28.147212982177734,-54.58523941040039,227.09426879882812,-44.07454299926758,-19.66440200805664,222.40151977539062,-57.24689483642578,16.00994110107422,215.54380798339844,-47.42866897583008,41.48313903808594,200.9182586669922,-21.81902313232422
129831,True,-17.003719329833984,197.94827270507812,30.924156188964844,-91.38209533691406,215.09556579589844,27.258094787597656,-52.08634948730469,226.4354248046875,-44.807342529296875,-17.07379913330078,221.6868438720703,-57.87683868408203,18.574007034301758,214.81106567382812,-47.941749572753906,44.033782958984375,200.3525390625,-22.167156219482422
129832,True,-14.81675910949707,197.4471893310547,30.396299362182617,-89.12218475341797,214.61410522460938,26.156728744506836,-49.455257415771484,225.8515167236328,-45.58588790893555,-14.311141014099121,221.12167358398438,-58.421058654785156,21.279090881347656,214.06564331054688,-48.28799057006836,46.60744857788086,199.7259063720703,-22.292282104492188
